STATEFP|PLACEFP|NAME|NAMELSAD
51|86720|Winchester|Winchester city
51|86784|Windsor|Windsor town
51|87072|Wise|Wise town
51|87712|Woodstock|Woodstock town
51|88000|Wytheville|Wytheville town
21|00298|Adairville|Adairville city
21|00694|Albany|Albany city
21|00802|Alexandria|Alexandria city
21|00946|Allen|Allen city
21|01504|Anchorage|Anchorage city
21|02044|Arlington|Arlington city
21|02368|Ashland|Ashland city
21|02638|Auburn|Auburn city
21|02656|Audubon Park|Audubon Park city
21|02674|Augusta|Augusta city
21|03376|Bancroft|Bancroft city
21|03556|Barbourmeade|Barbourmeade city
21|03574|Barbourville|Barbourville city
21|03628|Bardstown|Bardstown city
21|03664|Bardwell|Bardwell city
21|03718|Barlow|Barlow city
21|04546|Beattyville|Beattyville city
21|04654|Beaver Dam|Beaver Dam city
21|04816|Bedford|Bedford city
21|05068|Beechwood Village|Beechwood Village city
21|05374|Bellefonte|Bellefonte city
21|05392|Bellemeade|Bellemeade city
21|05446|Bellevue|Bellevue city
21|05464|Bellewood|Bellewood city
21|05662|Benham|Benham city
21|05824|Benton|Benton city
21|05842|Berea|Berea city
21|05968|Berry|Berry city
21|07012|Blackey|Blackey city
21|07264|Blaine|Blaine city
21|07390|Blandville|Blandville city
21|07516|Bloomfield|Bloomfield city
21|07858|Blue Ridge Manor|Blue Ridge Manor city
21|08488|Bonnieville|Bonnieville city
21|08614|Booneville|Booneville city
21|08902|Bowling Green|Bowling Green city
21|09100|Bradfordsville|Bradfordsville city
21|09226|Brandenburg|Brandenburg city
21|09406|Bremen|Bremen city
21|09532|Briarwood|Briarwood city
21|09838|Brodhead|Brodhead city
21|09847|Broeck Pointe|Broeck Pointe city
21|09856|Bromley|Bromley city
21|10000|Brooksville|Brooksville city
21|10162|Brownsboro Farm|Brownsboro Farm city
21|10198|Brownsboro Village|Brownsboro Village city
21|10324|Brownsville|Brownsville city
21|10612|Buckhorn|Buckhorn city
21|11044|Burgin|Burgin city
21|11098|Burkesville|Burkesville city
21|11278|Burnside|Burnside city
21|11530|Butler|Butler city
21|11692|Cadiz|Cadiz city
21|11854|Calhoun|Calhoun city
21|11872|California|California city
21|12016|Calvert City|Calvert City city
21|12052|Camargo|Camargo city
21|12066|Cambridge|Cambridge city
21|12142|Campbellsburg|Campbellsburg city
21|12160|Campbellsville|Campbellsville city
21|12358|Campton|Campton city
21|12538|Caneyville|Caneyville city
21|12898|Carlisle|Carlisle city
21|13024|Carrollton|Carrollton city
21|13060|Carrsville|Carrsville city
21|13420|Catlettsburg|Catlettsburg city
21|13492|Cave City|Cave City city
21|13870|Centertown|Centertown city
21|13978|Central City|Central City city
21|15148|Clarkson|Clarkson city
21|15202|Clay|Clay city
21|15238|Clay City|Clay City city
21|15742|Clinton|Clinton city
21|15904|Cloverport|Cloverport city
21|16110|Coal Run Village|Coal Run Village city
21|16372|Cold Spring|Cold Spring city
21|16395|Coldstream|Coldstream city
21|16750|Columbia|Columbia city
21|16768|Columbus|Columbus city
21|16894|Concord|Concord city
21|17362|Corbin|Corbin city
21|17434|Corinth|Corinth city
21|17686|Corydon|Corydon city
21|17848|Covington|Covington city
21|17956|Crab Orchard|Crab Orchard city
21|18270|Creekside|Creekside city
21|18352|Crescent Springs|Crescent Springs city
21|18424|Crestview|Crestview city
21|18442|Crestview Hills|Crestview Hills city
21|18496|Crestwood|Crestwood city
21|18568|Crittenden|Crittenden city
21|18658|Crofton|Crofton city
21|18766|Crossgate|Crossgate city
21|19108|Cumberland|Cumberland city
21|19432|Cynthiana|Cynthiana city
21|19882|Danville|Danville city
21|20224|Dawson Springs|Dawson Springs city
21|20350|Dayton|Dayton city
21|21682|Dixon|Dixon city
21|22204|Douglass Hills|Douglass Hills city
21|22222|Dover|Dover city
21|22348|Drakesboro|Drakesboro city
21|22474|Druid Hills|Druid Hills city
21|22582|Dry Ridge|Dry Ridge city
21|23230|Earlington|Earlington city
21|23824|Eddyville|Eddyville city
21|23932|Edgewood|Edgewood city
21|23968|Edmonton|Edmonton city
21|24094|Ekron|Ekron city
21|24274|Elizabethtown|Elizabethtown city
21|24382|Elkhorn City|Elkhorn City city
21|24400|Elkton|Elkton city
21|24778|Elsmere|Elsmere city
21|24904|Eminence|Eminence city
21|25300|Erlanger|Erlanger city
21|25552|Eubank|Eubank city
21|25606|Evarts|Evarts city
21|25786|Ewing|Ewing city
21|26020|Fairfield|Fairfield city
21|26236|Fairview|Fairview city
21|26434|Falmouth|Falmouth city
21|27010|Ferguson|Ferguson city
21|27262|Fincastle|Fincastle city
21|27802|Flatwoods|Flatwoods city
21|27846|Fleming-Neon|Fleming-Neon city
21|27856|Flemingsburg|Flemingsburg city
21|27982|Florence|Florence city
21|28270|Fordsville|Fordsville city
21|28342|Forest Hills|Forest Hills city
21|28558|Fort Mitchell|Fort Mitchell city
21|28594|Fort Thomas|Fort Thomas city
21|28612|Fort Wright|Fort Wright city
21|28666|Fountain Run|Fountain Run city
21|28785|Fox Chase|Fox Chase city
21|28900|Frankfort|Frankfort city
21|28918|Franklin|Franklin city
21|29080|Fredonia|Fredonia city
21|29260|Frenchburg|Frenchburg city
21|29566|Fulton|Fulton city
21|29872|Gamaliel|Gamaliel city
21|30700|Georgetown|Georgetown city
21|30718|Germantown|Germantown city
21|30808|Ghent|Ghent city
21|31114|Glasgow|Glasgow city
21|31204|Glencoe|Glencoe city
21|31348|Glenview|Glenview city
21|31402|Glenview Hills|Glenview Hills city
21|31420|Glenview Manor|Glenview Manor city
21|31870|Goose Creek|Goose Creek city
21|31960|Goshen|Goshen city
21|32212|Grand Rivers|Grand Rivers city
21|32428|Gratz|Gratz city
21|32523|Graymoor-Devondale|Graymoor-Devondale city
21|32572|Grayson|Grayson city
21|32968|Greensburg|Greensburg city
21|32986|Green Spring|Green Spring city
21|33004|Greenup|Greenup city
21|33022|Greenville|Greenville city
21|33562|Guthrie|Guthrie city
21|34390|Hanson|Hanson city
21|34534|Hardin|Hardin city
21|34552|Hardinsburg|Hardinsburg city
21|34732|Harlan|Harlan city
21|34966|Harrodsburg|Harrodsburg city
21|35020|Hartford|Hartford city
21|35200|Hawesville|Hawesville city
21|35362|Hazard|Hazard city
21|35380|Hazel|Hazel city
21|35545|Hebron Estates|Hebron Estates city
21|35866|Henderson|Henderson city
21|36102|Heritage Creek|Heritage Creek city
21|36298|Hickman|Hickman city
21|36374|Hickory Hill|Hickory Hill city
21|36604|Highland Heights|Highland Heights city
21|36865|Hills and Dales|Hills and Dales city
21|36982|Hillview|Hillview city
21|37108|Hindman|Hindman city
21|37396|Hodgenville|Hodgenville city
21|37576|Hollow Creek|Hollow Creek city
21|37630|Hollyvilla|Hollyvilla city
21|37918|Hopkinsville|Hopkinsville city
21|38008|Horse Cave|Horse Cave city
21|38170|Houston Acres|Houston Acres city
21|38670|Hunters Hollow|Hunters Hollow city
21|38814|Hurstbourne|Hurstbourne city
21|38818|Hurstbourne Acres|Hurstbourne Acres city
21|38836|Hustonville|Hustonville city
21|38908|Hyden|Hyden city
21|39142|Independence|Independence city
21|39304|Indian Hills|Indian Hills city
21|39430|Inez|Inez city
21|39646|Irvine|Irvine city
21|39664|Irvington|Irvington city
21|39700|Island|Island city
21|39952|Jackson|Jackson city
21|40114|Jamestown|Jamestown city
21|40222|Jeffersontown|Jeffersontown city
21|40240|Jeffersonville|Jeffersonville city
21|40312|Jenkins|Jenkins city
21|41338|Junction City|Junction City city
21|41716|Keene|Keene city
21|42094|Kenton Vale|Kenton Vale city
21|42292|Kevil|Kevil city
21|42598|Kingsley|Kingsley city
21|43264|Kuttawa|Kuttawa city
21|43336|La Center|La Center city
21|43444|LaFayette|LaFayette city
21|43480|La Grange|La Grange city
21|43606|Lakeside Park|Lakeside Park city
21|43668|Lakeview Heights|Lakeview Heights city
21|43840|Lancaster|Lancaster city
21|43900|Langdon Place|Langdon Place city
21|44146|Lawrenceburg|Lawrenceburg city
21|44344|Lebanon|Lebanon city
21|44362|Lebanon Junction|Lebanon Junction city
21|44686|Leitchfield|Leitchfield city
21|45064|Lewisburg|Lewisburg city
21|45136|Lewisport|Lewisport city
21|46027|Lexington-Fayette|Lexington-Fayette urban county
21|46072|Liberty|Liberty city
21|46540|Lincolnshire|Lincolnshire city
21|47062|Livermore|Livermore city
21|47098|Livingston|Livingston city
21|47476|London|London city
21|47710|Loretto|Loretto city
21|47854|Louisa|Louisa city
21|48000|Louisville|Louisville city
21|48006|Louisville/Jefferson County metro government (balance)|Louisville/Jefferson County metro government (balance)
21|48288|Loyall|Loyall city
21|48378|Ludlow|Ludlow city
21|48540|Lynch|Lynch city
21|48558|Lyndon|Lyndon city
21|48648|Lynnview|Lynnview city
21|49098|McHenry|McHenry city
21|49116|McKee|McKee city
21|49206|Mackville|Mackville city
21|49368|Madisonville|Madisonville city
21|49656|Manchester|Manchester city
21|49800|Manor Creek|Manor Creek city
21|50034|Marion|Marion city
21|50286|Martin|Martin city
21|50412|Maryhill Estates|Maryhill Estates city
21|50898|Mayfield|Mayfield city
21|51024|Maysville|Maysville city
21|51193|Meadowbrook Farm|Meadowbrook Farm city
21|51258|Meadow Vale|Meadow Vale city
21|51294|Meadowview Estates|Meadowview Estates city
21|51438|Melbourne|Melbourne city
21|51564|Mentor|Mentor city
21|51924|Middlesborough|Middlesborough city
21|51978|Middletown|Middletown city
21|52140|Midway|Midway city
21|52302|Millersburg|Millersburg city
21|52590|Milton|Milton city
21|52842|Mockingbird Valley|Mockingbird Valley city
21|53076|Monterey|Monterey city
21|53130|Monticello|Monticello city
21|53328|Moorland|Moorland city
21|53418|Morehead|Morehead city
21|53472|Morganfield|Morganfield city
21|53490|Morgantown|Morgantown city
21|53616|Mortons Gap|Mortons Gap city
21|53976|Mount Olivet|Mount Olivet city
21|54084|Mount Sterling|Mount Sterling city
21|54174|Mount Vernon|Mount Vernon city
21|54228|Mount Washington|Mount Washington city
21|54480|Muldraugh|Muldraugh city
21|54570|Munfordville|Munfordville city
21|54642|Murray|Murray city
21|54660|Murray Hill|Murray Hill city
21|55092|Nebo|Nebo city
21|55596|New Castle|New Castle city
21|55758|New Haven|New Haven city
21|55884|Newport|Newport city
21|56136|Nicholasville|Nicholasville city
21|56550|Norbourne Estates|Norbourne Estates city
21|56730|Northfield|Northfield city
21|56820|North Middletown|North Middletown city
21|56910|Nortonville|Nortonville city
21|56928|Norwood|Norwood city
21|57090|Oak Grove|Oak Grove city
21|57144|Oakland|Oakland city
21|57658|Old Brownsboro Place|Old Brownsboro Place city
21|57918|Olive Hill|Olive Hill city
21|58200|Orchard Grass Hills|Orchard Grass Hills city
21|58620|Owensboro|Owensboro city
21|58692|Owenton|Owenton city
21|58710|Owingsville|Owingsville city
21|58836|Paducah|Paducah city
21|58962|Paintsville|Paintsville city
21|59196|Paris|Paris city
21|59232|Park City|Park City city
21|59255|Park Hills|Park Hills city
21|59322|Parkway Village|Parkway Village city
21|59934|Pembroke|Pembroke city
21|60258|Perryville|Perryville city
21|60492|Pewee Valley|Pewee Valley city
21|60852|Pikeville|Pikeville city
21|61248|Pineville|Pineville city
21|61356|Pioneer Village|Pioneer Village city
21|61374|Pippa Passes|Pippa Passes city
21|61554|Plantation|Plantation city
21|61788|Pleasureville|Pleasureville city
21|61860|Plum Springs|Plum Springs city
21|62370|Poplar Hills|Poplar Hills city
21|62652|Powderly|Powderly city
21|62940|Prestonsburg|Prestonsburg city
21|62958|Prestonville|Prestonville city
21|63138|Princeton|Princeton city
21|63264|Prospect|Prospect city
21|63372|Providence|Providence city
21|63858|Raceland|Raceland city
21|63912|Radcliff|Radcliff city
21|64092|Ravenna|Ravenna city
21|64146|Raywick|Raywick city
21|65208|Richlawn|Richlawn city
21|65226|Richmond|Richmond city
21|65559|River Bluff|River Bluff city
21|65766|Riverwood|Riverwood city
21|65874|Robards|Robards city
21|65982|Rochester|Rochester city
21|66216|Rockport|Rockport city
21|66486|Rolling Fields|Rolling Fields city
21|66504|Rolling Hills|Rolling Hills city
21|67458|Russell|Russell city
21|67494|Russell Springs|Russell Springs city
21|67512|Russellville|Russellville city
21|67602|Ryland Heights|Ryland Heights city
21|67638|Sacramento|Sacramento city
21|67656|Sadieville|Sadieville city
21|67710|St. Charles|St. Charles city
21|67890|St. Mary|St. Mary city
21|67944|St. Matthews|St. Matthews city
21|67998|St. Regis Park|St. Regis Park city
21|68052|Salem|Salem city
21|68160|Salt Lick|Salt Lick city
21|68232|Salyersville|Salyersville city
21|68358|Sanders|Sanders city
21|68556|Sandy Hook|Sandy Hook city
21|68646|Sardis|Sardis city
21|68952|Science Hill|Science Hill city
21|69114|Scottsville|Scottsville city
21|69222|Sebree|Sebree city
21|69384|Seneca Gardens|Seneca Gardens city
21|69852|Sharpsburg|Sharpsburg city
21|70050|Shelbyville|Shelbyville city
21|70086|Shepherdsville|Shepherdsville city
21|70284|Shively|Shively city
21|70644|Silver Grove|Silver Grove city
21|70752|Simpsonville|Simpsonville city
21|71130|Slaughters|Slaughters city
21|71364|Smithfield|Smithfield city
21|71382|Smithland|Smithland city
21|71454|Smiths Grove|Smiths Grove city
21|71688|Somerset|Somerset city
21|71724|Sonora|Sonora city
21|71814|South Carrollton|South Carrollton city
21|71976|Southgate|Southgate city
21|72138|South Park View|South Park View city
21|72210|South Shore|South Shore city
21|72372|Sparta|Sparta city
21|72660|Springfield|Springfield city
21|72770|Spring Mill|Spring Mill city
21|72790|Spring Valley|Spring Valley city
21|73038|Stamping Ground|Stamping Ground city
21|73110|Stanford|Stanford city
21|73164|Stanton|Stanton city
21|74064|Strathmoor Manor|Strathmoor Manor city
21|74082|Strathmoor Village|Strathmoor Village city
21|74316|Sturgis|Sturgis city
21|75190|Sycamore|Sycamore city
21|75738|Taylor Mill|Taylor Mill city
21|75810|Taylorsville|Taylorsville city
21|75963|Ten Broeck|Ten Broeck city
21|76380|Thornhill|Thornhill city
21|77160|Tompkinsville|Tompkinsville city
21|77592|Trenton|Trenton city
21|78384|Union|Union city
21|78492|Uniontown|Uniontown city
21|78672|Upton|Upton city
21|79068|Vanceburg|Vanceburg city
21|79482|Versailles|Versailles city
21|79590|Vicco|Vicco city
21|79698|Villa Hills|Villa Hills city
21|79734|Vine Grove|Vine Grove city
21|80490|Walton|Walton city
21|80616|Warfield|Warfield city
21|80706|Warsaw|Warsaw city
21|80913|Watterson Park|Watterson Park city
21|80958|Waverly|Waverly city
21|81012|Wayland|Wayland city
21|81372|Wellington|Wellington city
21|81624|West Buechel|West Buechel city
21|81858|West Liberty|West Liberty city
21|81930|West Point|West Point city
21|82164|Westwood|Westwood city
21|82200|Wheatcroft|Wheatcroft city
21|82272|Wheelwright|Wheelwright city
21|82722|White Plains|White Plains city
21|82776|Whitesburg|Whitesburg city
21|82830|Whitesville|Whitesville city
21|83064|Wickliffe|Wickliffe city
21|83172|Wilder|Wilder city
21|83208|Wildwood|Wildwood city
21|83334|Williamsburg|Williamsburg city
21|83406|Williamstown|Williamstown city
21|83424|Willisburg|Willisburg city
21|83550|Wilmore|Wilmore city
21|83676|Winchester|Winchester city
21|83784|Windy Hills|Windy Hills city
21|83856|Wingo|Wingo city
21|84414|Woodburn|Woodburn city
21|84432|Woodbury|Woodbury city
21|84486|Woodland Hills|Woodland Hills city
21|84522|Woodlawn|Woodlawn city
21|84576|Woodlawn Park|Woodlawn Park city
21|84864|Worthington|Worthington city
21|84891|Worthington Hills|Worthington Hills city
21|84900|Worthville|Worthville city
21|85008|Wurtland|Wurtland city
25|00840|Agawam Town|Agawam Town city
25|01260|Amesbury Town|Amesbury Town city
25|01370|Amherst Town|Amherst Town city
25|02690|Attleboro|Attleboro city
25|03690|Barnstable Town|Barnstable Town city
25|05595|Beverly|Beverly city
25|07000|Boston|Boston city
25|07740|Braintree Town|Braintree Town city
25|08130|Bridgewater Town|Bridgewater Town city
25|09000|Brockton|Brockton city
25|11000|Cambridge|Cambridge city
25|13205|Chelsea|Chelsea city
25|13660|Chicopee|Chicopee city
25|19370|Easthampton Town|Easthampton Town city
25|21990|Everett|Everett city
25|23000|Fall River|Fall River city
25|23875|Fitchburg|Fitchburg city
25|24960|Framingham|Framingham city
25|25172|Franklin Town|Franklin Town city
25|25485|Gardner|Gardner city
25|26150|Gloucester|Gloucester city
25|27060|Greenfield|Greenfield city
25|29405|Haverhill|Haverhill city
25|30840|Holyoke|Holyoke city
25|34550|Lawrence|Lawrence city
25|35075|Leominster|Leominster city
25|37000|Lowell|Lowell city
25|37490|Lynn|Lynn city
25|37875|Malden|Malden city
25|38715|Marlborough|Marlborough city
25|39835|Medford|Medford city
25|40115|Melrose|Melrose city
25|40710|Methuen Town|Methuen Town city
25|45000|New Bedford|New Bedford city
25|45245|Newburyport|Newburyport city
25|45560|Newton|Newton city
25|46225|North Adams|North Adams city
25|46330|Northampton|Northampton city
25|46598|North Attleborough Town|North Attleborough Town city
25|52144|Palmer Town|Palmer Town city
25|52490|Peabody|Peabody city
25|53960|Pittsfield|Pittsfield city
25|55745|Quincy|Quincy city
25|56000|Randolph Town|Randolph Town city
25|56585|Revere|Revere city
25|59105|Salem|Salem city
25|62535|Somerville|Somerville city
25|63345|Southbridge Town|Southbridge Town city
25|67000|Springfield|Springfield city
25|69170|Taunton|Taunton city
25|72600|Waltham|Waltham city
25|73440|Watertown Town|Watertown Town city
25|76030|Westfield|Westfield city
25|77890|West Springfield Town|West Springfield Town city
25|78972|Weymouth Town|Weymouth Town city
25|81005|Winthrop Town|Winthrop Town city
25|81035|Woburn|Woburn city
25|82000|Worcester|Worcester city
22|00100|Abbeville|Abbeville city
22|00240|Abita Springs|Abita Springs town
22|00415|Addis|Addis town
22|00835|Albany|Albany town
22|00975|Alexandria|Alexandria city
22|01885|Amite City|Amite City town
22|01920|Anacoco|Anacoco village
22|02165|Angie|Angie village
22|02655|Arcadia|Arcadia town
22|03110|Arnaudville|Arnaudville town
22|03145|Ashland|Ashland village
22|03320|Athens|Athens village
22|03390|Atlanta|Atlanta village
22|03985|Baker|Baker city
22|04020|Baldwin|Baldwin town
22|04055|Ball|Ball town
22|04580|Basile|Basile town
22|04615|Baskin|Baskin village
22|04685|Bastrop|Bastrop city
22|05000|Baton Rouge|Baton Rouge city
22|05945|Belcher|Belcher village
22|06925|Benton|Benton town
22|07030|Bernice|Bernice town
22|07100|Berwick|Berwick town
22|07205|Bienville|Bienville village
22|07730|Blanchard|Blanchard town
22|08150|Bogalusa|Bogalusa city
22|08535|Bonita|Bonita village
22|08920|Bossier City|Bossier City city
22|09165|Boyce|Boyce town
22|09340|Breaux Bridge|Breaux Bridge city
22|10075|Broussard|Broussard city
22|10600|Brusly|Brusly town
22|10705|Bryceland|Bryceland village
22|10950|Bunkie|Bunkie city
22|11930|Calvin|Calvin village
22|12280|Campti|Campti town
22|12420|Cankton|Cankton village
22|12665|Carencro|Carencro city
22|13260|Castor|Castor village
22|13960|Central|Central city
22|14450|Chataignier|Chataignier village
22|14485|Chatham|Chatham town
22|14660|Cheneyville|Cheneyville town
22|15290|Choudrant|Choudrant village
22|15465|Church Point|Church Point town
22|15745|Clarence|Clarence village
22|15780|Clarks|Clarks village
22|15850|Clayton|Clayton town
22|15990|Clinton|Clinton town
22|16375|Colfax|Colfax town
22|16655|Collinston|Collinston village
22|16830|Columbia|Columbia town
22|17215|Converse|Converse village
22|17880|Cottonport|Cottonport town
22|17915|Cotton Valley|Cotton Valley town
22|18055|Coushatta|Coushatta town
22|18125|Covington|Covington city
22|18295|Creola|Creola village
22|18650|Crowley|Crowley city
22|18790|Cullen|Cullen town
22|20155|Delcambre|Delcambre town
22|20190|Delhi|Delhi town
22|20330|Delta|Delta village
22|20435|Denham Springs|Denham Springs city
22|20575|DeQuincy|DeQuincy city
22|20610|DeRidder|DeRidder city
22|21135|Dixie Inn|Dixie Inn village
22|21170|Dodson|Dodson village
22|21240|Donaldsonville|Donaldsonville city
22|21450|Downsville|Downsville village
22|21590|Doyline|Doyline village
22|21765|Dry Prong|Dry Prong village
22|21800|Dubach|Dubach town
22|21835|Dubberly|Dubberly village
22|22255|Duson|Duson town
22|22465|East Hodge|East Hodge village
22|22850|Edgefield|Edgefield village
22|23235|Elizabeth|Elizabeth village
22|23620|Elton|Elton town
22|24145|Epps|Epps village
22|24180|Erath|Erath town
22|24215|Eros|Eros town
22|24460|Estherwood|Estherwood village
22|24565|Eunice|Eunice city
22|24775|Evergreen|Evergreen town
22|25160|Farmerville|Farmerville town
22|25335|Fenton|Fenton village
22|25440|Ferriday|Ferriday town
22|25615|Fisher|Fisher village
22|25860|Florien|Florien village
22|26140|Folsom|Folsom village
22|26280|Fordoche|Fordoche town
22|26350|Forest|Forest village
22|26420|Forest Hill|Forest Hill village
22|27155|Franklin|Franklin city
22|27190|Franklinton|Franklinton town
22|27435|French Settlement|French Settlement village
22|28660|Georgetown|Georgetown village
22|28835|Gibsland|Gibsland town
22|28940|Gilbert|Gilbert village
22|29010|Gilliam|Gilliam village
22|29220|Glenmora|Glenmora town
22|29640|Golden Meadow|Golden Meadow town
22|29745|Goldonna|Goldonna village
22|29850|Gonzales|Gonzales city
22|30515|Grambling|Grambling city
22|30550|Gramercy|Gramercy town
22|30690|Grand Cane|Grand Cane village
22|30760|Grand Coteau|Grand Coteau town
22|30830|Grand Isle|Grand Isle town
22|31250|Grayson|Grayson village
22|31565|Greensburg|Greensburg town
22|31705|Greenwood|Greenwood town
22|31915|Gretna|Gretna city
22|32020|Grosse Tete|Grosse Tete village
22|32055|Gueydan|Gueydan town
22|32650|Hall Summit|Hall Summit village
22|32755|Hammond|Hammond city
22|32930|Harahan|Harahan city
22|33210|Harrisonburg|Harrisonburg village
22|33420|Haughton|Haughton town
22|33525|Haynesville|Haynesville town
22|33735|Heflin|Heflin village
22|33875|Henderson|Henderson town
22|34015|Hessmer|Hessmer village
22|35100|Hodge|Hodge village
22|35870|Homer|Homer town
22|36045|Hornbeck|Hornbeck town
22|36150|Hosston|Hosston village
22|36255|Houma|Houma city
22|36885|Ida|Ida village
22|37025|Independence|Independence town
22|37410|Iota|Iota town
22|37445|Iowa|Iowa town
22|37830|Jackson|Jackson town
22|37935|Jamestown|Jamestown village
22|38075|Jeanerette|Jeanerette city
22|38092|Jean Lafitte|Jean Lafitte town
22|38285|Jena|Jena town
22|38355|Jennings|Jennings city
22|38670|Jonesboro|Jonesboro town
22|38775|Jonesville|Jonesville town
22|38985|Junction City|Junction City village
22|39055|Kaplan|Kaplan city
22|39085|Keachi|Keachi town
22|39475|Kenner|Kenner city
22|39545|Kentwood|Kentwood town
22|39650|Kilbourne|Kilbourne village
22|39685|Killian|Killian town
22|39755|Kinder|Kinder town
22|40280|Krotz Springs|Krotz Springs town
22|40735|Lafayette|Lafayette city
22|41050|Lake Arthur|Lake Arthur town
22|41155|Lake Charles|Lake Charles city
22|41400|Lake Providence|Lake Providence town
22|42800|Lecompte|Lecompte town
22|43010|Leesville|Leesville city
22|43395|Leonville|Leonville town
22|43920|Lillie|Lillie village
22|44235|Lisbon|Lisbon village
22|44655|Livingston|Livingston town
22|44690|Livonia|Livonia town
22|44900|Lockport|Lockport town
22|45040|Logansport|Logansport town
22|45460|Longstreet|Longstreet village
22|45670|Loreauville|Loreauville village
22|46370|Lucky|Lucky village
22|46720|Lutcher|Lutcher town
22|47315|McNary|McNary village
22|47560|Madisonville|Madisonville town
22|48085|Mamou|Mamou town
22|48225|Mandeville|Mandeville city
22|48260|Mangham|Mangham town
22|48365|Mansfield|Mansfield city
22|48400|Mansura|Mansura town
22|48470|Many|Many town
22|48610|Maringouin|Maringouin town
22|48645|Marion|Marion town
22|48750|Marksville|Marksville city
22|48925|Martin|Martin village
22|49240|Maurice|Maurice village
22|49730|Melville|Melville town
22|49870|Mermentau|Mermentau village
22|49905|Mer Rouge|Mer Rouge village
22|50010|Merryville|Merryville town
22|50885|Minden|Minden city
22|51410|Monroe|Monroe city
22|51620|Montgomery|Montgomery town
22|51690|Montpelier|Montpelier village
22|51830|Mooringsport|Mooringsport town
22|51970|Moreauville|Moreauville village
22|52040|Morgan City|Morgan City city
22|52075|Morganza|Morganza village
22|52320|Morse|Morse village
22|52565|Mound|Mound village
22|52740|Mount Lebanon|Mount Lebanon town
22|53370|Napoleonville|Napoleonville village
22|53510|Natchez|Natchez village
22|53545|Natchitoches|Natchitoches city
22|53930|Newellton|Newellton town
22|54035|New Iberia|New Iberia city
22|54175|New Llano|New Llano town
22|55000|New Orleans|New Orleans city
22|55105|New Roads|New Roads city
22|55420|Noble|Noble village
22|55910|North Hodge|North Hodge village
22|56295|Norwood|Norwood village
22|56540|Oakdale|Oakdale city
22|56820|Oak Grove|Oak Grove town
22|57205|Oak Ridge|Oak Ridge village
22|57450|Oberlin|Oberlin town
22|57590|Oil City|Oil City town
22|57905|Olla|Olla town
22|58045|Opelousas|Opelousas city
22|58780|Palmetto|Palmetto village
22|59165|Parks|Parks village
22|59340|Patterson|Patterson city
22|59445|Pearl River|Pearl River town
22|60495|Pine Prairie|Pine Prairie village
22|60530|Pineville|Pineville city
22|60565|Pioneer|Pioneer village
22|60670|Plain Dealing|Plain Dealing town
22|60880|Plaquemine|Plaquemine city
22|60985|Plaucheville|Plaucheville village
22|61055|Pleasant Hill|Pleasant Hill village
22|61580|Pollock|Pollock town
22|61615|Ponchatoula|Ponchatoula city
22|61790|Port Allen|Port Allen city
22|61825|Port Barre|Port Barre town
22|62105|Port Vincent|Port Vincent village
22|62245|Powhatan|Powhatan village
22|62770|Provencal|Provencal village
22|63120|Quitman|Quitman village
22|63645|Rayne|Rayne city
22|63680|Rayville|Rayville town
22|64100|Reeves|Reeves village
22|64590|Richmond|Richmond village
22|64660|Richwood|Richwood town
22|64765|Ridgecrest|Ridgecrest town
22|64905|Ringgold|Ringgold town
22|65325|Robeline|Robeline village
22|65710|Rodessa|Rodessa village
22|66060|Rosedale|Rosedale village
22|66165|Roseland|Roseland town
22|66200|Rosepine|Rosepine town
22|66655|Ruston|Ruston city
22|67215|St. Francisville|St. Francisville town
22|67250|St. Gabriel|St. Gabriel city
22|67495|St. Joseph|St. Joseph town
22|67600|St. Martinville|St. Martinville city
22|67880|Saline|Saline village
22|68125|Sarepta|Sarepta town
22|68475|Scott|Scott city
22|69455|Shongaloo|Shongaloo village
22|70000|Shreveport|Shreveport city
22|70175|Sibley|Sibley town
22|70245|Sicily Island|Sicily Island village
22|70385|Sikes|Sikes village
22|70525|Simmesport|Simmesport town
22|70595|Simpson|Simpson village
22|70630|Simsboro|Simsboro village
22|70770|Slaughter|Slaughter town
22|70805|Slidell|Slidell city
22|71225|Sorrento|Sorrento town
22|71820|South Mansfield|South Mansfield village
22|72170|Spearsville|Spearsville village
22|72415|Springfield|Springfield town
22|72485|Springhill|Springhill city
22|72800|Stanley|Stanley village
22|73255|Sterlington|Sterlington town
22|73395|Stonewall|Stonewall town
22|73640|Sulphur|Sulphur city
22|73955|Sun|Sun village
22|74060|Sunset|Sunset town
22|74690|Tallulah|Tallulah city
22|74760|Tangipahoa|Tangipahoa village
22|75425|Thibodaux|Thibodaux city
22|75670|Tickfaw|Tickfaw village
22|76615|Tullos|Tullos town
22|76685|Turkey Creek|Turkey Creek village
22|77490|Urania|Urania town
22|77910|Varnado|Varnado village
22|78470|Vidalia|Vidalia town
22|78540|Vienna|Vienna town
22|78715|Ville Platte|Ville Platte city
22|78820|Vinton|Vinton town
22|78890|Vivian|Vivian town
22|79240|Walker|Walker town
22|79870|Washington|Washington town
22|79940|Waterproof|Waterproof town
22|80430|Welsh|Welsh town
22|80815|Westlake|Westlake city
22|80955|West Monroe|West Monroe city
22|81165|Westwego|Westwego city
22|81375|White Castle|White Castle town
22|82215|Wilson|Wilson village
22|82460|Winnfield|Winnfield city
22|82495|Winnsboro|Winnsboro city
